date,product,segment,region,channel,sales
2025-07-06,Product_A,Consumer,North,Retail,523.47
2025-07-06,Product_C,Consumer,West,Retail,607.99
2025-07-06,Product_A,Consumer,West,Retail,1013.31
2025-07-06,Product_A,Consumer,West,Online,806.26
2025-07-06,Product_B,Consumer,North,Online,312.99
2025-07-06,Product_B,Consumer,North,Retail,507.81
2025-07-06,Product_A,Consumer,West,Direct,1182.92
2025-07-06,Product_B,Consumer,South,Retail,696.7
2025-07-06,Product_B,Consumer,South,Online,351.03
2025-07-06,Product_C,Consumer,East,Direct,575.69
2025-07-06,Product_C,Consumer,East,Online,356.83
2025-07-06,Product_B,Home_Office,South,Retail,297.65
2025-07-06,Product_B,Home_Office,South,Online,489.35
2025-07-06,Product_B,Home_Office,North,Direct,316.75
2025-07-06,Product_B,Home_Office,North,Retail,360.94
2025-07-06,Product_B,Home_Office,North,Online,322.79
2025-07-06,Product_B,Home_Office,West,Direct,548.06
2025-07-06,Product_B,Home_Office,West,Retail,350.49
2025-07-06,Product_B,Home_Office,East,Direct,228.21
2025-07-06,Product_C,Consumer,East,Retail,427.04
2025-07-06,Product_B,Home_Office,East,Online,518.18
2025-07-06,Product_B,Corporate,South,Direct,629.22
2025-07-06,Product_B,Corporate,South,Online,826.28
2025-07-06,Product_B,Corporate,North,Direct,780.2
2025-07-06,Product_B,Corporate,West,Direct,344.66
2025-07-06,Product_B,Corporate,West,Retail,633.6
2025-07-06,Product_B,Corporate,West,Online,632.01
2025-07-06,Product_B,Corporate,East,Retail,331.8
2025-07-06,Product_B,Corporate,East,Online,793.98
2025-07-06,Product_B,Consumer,South,Direct,608.66
2025-07-06,Product_B,Home_Office,East,Retail,378.14
2025-07-07,Product_C,Corporate,North,Online,1476.28
2025-07-07,Product_C,Corporate,North,Retail,1519.18
2025-07-07,Product_C,Corporate,North,Direct,969.39
2025-07-07,Product_C,Home_Office,East,Retail,610.51
2025-07-07,Product_C,Corporate,South,Retail,1064.35
2025-07-07,Product_C,Corporate,South,Direct,1106.37
2025-07-07,Product_C,Home_Office,East,Online,973.18
2025-07-07,Product_C,Corporate,South,Online,1301.07
2025-07-07,Product_C,Corporate,West,Retail,990.82
2025-07-07,Product_C,Consumer,North,Direct,601.99
2025-07-07,Product_C,Corporate,East,Direct,867.37
2025-07-07,Product_C,Consumer,South,Direct,478.96
2025-07-07,Product_C,Consumer,South,Online,672.29
2025-07-07,Product_C,Consumer,West,Retail,752.96
2025-07-07,Product_C,Consumer,West,Online,1092.64
2025-07-07,Product_C,Consumer,East,Online,1229.88
2025-07-07,Product_B,Home_Office,South,Retail,513.21
2025-07-07,Product_B,Home_Office,South,Online,342.66
2025-07-07,Product_B,Home_Office,North,Direct,498.03
2025-07-07,Product_C,Home_Office,West,Online,1017.13
2025-07-07,Product_C,Corporate,West,Online,1997.46
2025-07-07,Product_C,Home_Office,West,Direct,682.1
2025-07-07,Product_D,Corporate,East,Online,626.43
2025-07-07,Product_C,Home_Office,North,Retail,547.79
2025-07-07,Product_B,Home_Office,North,Retail,864.18
2025-07-07,Product_D,Home_Office,West,Direct,534.09
2025-07-07,Product_D,Home_Office,West,Online,515.37
2025-07-07,Product_D,Home_Office,East,Direct,520.6
2025-07-07,Product_D,Home_Office,East,Retail,366.18
2025-07-07,Product_D,Home_Office,East,Online,631.69
2025-07-07,Product_D,Corporate,South,Online,922.29
2025-07-07,Product_D,Corporate,North,Direct,768.07
2025-07-07,Product_D,Corporate,North,Retail,890.36
2025-07-07,Product_D,Corporate,West,Direct,791.95
2025-07-07,Product_D,Corporate,West,Online,461.16
2025-07-07,Product_D,Corporate,East,Retail,301.85
2025-07-07,Product_D,Consumer,South,Direct,201.24
2025-07-07,Product_D,Consumer,South,Online,828.57
2025-07-07,Product_D,Consumer,North,Direct,698.31
2025-07-07,Product_D,Consumer,West,Retail,508.38
2025-07-07,Product_D,Consumer,East,Direct,376.09
2025-07-07,Product_D,Consumer,East,Online,270.2
2025-07-07,Product_C,Home_Office,South,Direct,923.99
2025-07-07,Product_C,Home_Office,South,Retail,950.54
2025-07-07,Product_C,Home_Office,South,Online,683.48
2025-07-07,Product_C,Home_Office,North,Online,961.08
2025-07-07,Product_B,Home_Office,West,Direct,585.39
2025-07-07,Product_C,Home_Office,North,Direct,939.07
2025-07-07,Product_B,Corporate,South,Direct,520.35
2025-07-07,Product_A,Home_Office,East,Online,919.1
2025-07-07,Product_A,Corporate,South,Direct,1243.95
2025-07-07,Product_A,Corporate,South,Retail,1216.26
2025-07-07,Product_A,Corporate,South,Online,2009.73
2025-07-07,Product_A,Corporate,North,Direct,1226.89
2025-07-07,Product_A,Corporate,North,Retail,885.49
2025-07-07,Product_A,Corporate,North,Online,1997.37
2025-07-07,Product_A,Corporate,West,Direct,1011.2
2025-07-07,Product_A,Corporate,West,Retail,2010.14
2025-07-07,Product_A,Corporate,East,Direct,1270.83
2025-07-07,Product_A,Corporate,East,Retail,655.39
2025-07-07,Product_A,Corporate,East,Online,1089.01
2025-07-07,Product_A,Consumer,South,Direct,1388.83
2025-07-07,Product_A,Consumer,South,Retail,777.07
2025-07-07,Product_A,Consumer,South,Online,1046.09
2025-07-07,Product_A,Consumer,North,Online,916.73
2025-07-07,Product_A,Consumer,West,Retail,1184.82
2025-07-07,Product_A,Consumer,West,Online,1731.36
2025-07-07,Product_A,Consumer,East,Direct,1099.7
2025-07-07,Product_A,Consumer,East,Online,714.91
2025-07-07,Product_B,Home_Office,West,Retail,670.17
2025-07-07,Product_A,Home_Office,East,Retail,663.03
2025-07-07,Product_A,Home_Office,West,Online,1541.46
2025-07-07,Product_A,Corporate,West,Online,2199.52
2025-07-07,Product_A,Home_Office,North,Online,894.49
2025-07-07,Product_B,Corporate,South,Retail,926.57
2025-07-07,Product_A,Home_Office,West,Direct,1145.32
2025-07-07,Product_B,Corporate,South,Online,907.74
2025-07-07,Product_B,Corporate,North,Direct,849.92
2025-07-07,Product_B,Corporate,North,Online,535.29
2025-07-07,Product_B,Corporate,West,Direct,892.32
2025-07-07,Product_B,Corporate,West,Retail,935.41
2025-07-07,Product_B,Corporate,West,Online,1626.06
2025-07-07,Product_B,Corporate,East,Retail,784.46
2025-07-07,Product_B,Corporate,East,Online,1254.75
2025-07-07,Product_B,Consumer,South,Direct,893.91
2025-07-07,Product_B,Corporate,East,Direct,368.01
2025-07-07,Product_A,Home_Office,North,Retail,776.75
2025-07-07,Product_B,Consumer,South,Online,729.58
2025-07-07,Product_B,Consumer,North,Direct,307.74
2025-07-07,Product_B,Consumer,West,Direct,1103.76
2025-07-07,Product_B,Consumer,West,Retail,409.21
2025-07-07,Product_B,Consumer,West,Online,1494.58
2025-07-07,Product_B,Consumer,East,Direct,458.57
2025-07-07,Product_A,Home_Office,South,Retail,1221.92
2025-07-07,Product_A,Home_Office,South,Online,1238.99
2025-07-07,Product_B,Consumer,South,Retail,709.26
2025-07-08,Product_C,Corporate,North,Online,893.16
2025-07-08,Product_C,Corporate,North,Retail,1614.68
2025-07-08,Product_C,Corporate,North,Direct,617.84
2025-07-08,Product_C,Corporate,South,Online,1276.81
2025-07-08,Product_C,Home_Office,West,Retail,948.01
2025-07-08,Product_C,Home_Office,East,Online,855.11
2025-07-08,Product_C,Home_Office,East,Retail,376.13
2025-07-08,Product_C,Home_Office,South,Online,998.5
2025-07-08,Product_C,Corporate,West,Direct,1267.86
2025-07-08,Product_C,Corporate,South,Direct,688.88
2025-07-08,Product_C,Corporate,West,Retail,1775.31
2025-07-08,Product_C,Consumer,East,Direct,485.78
2025-07-08,Product_C,Corporate,East,Direct,828.21
2025-07-08,Product_C,Corporate,East,Retail,854.84
2025-07-08,Product_C,Consumer,South,Direct,452.52
2025-07-08,Product_C,Consumer,South,Retail,1218.98
2025-07-08,Product_C,Consumer,South,Online,707.12
2025-07-08,Product_C,Consumer,North,Retail,499.44
2025-07-08,Product_C,Consumer,North,Online,1589.96
2025-07-08,Product_C,Consumer,West,Retail,714.35
2025-07-08,Product_C,Consumer,West,Online,1838.82
2025-07-08,Product_C,Home_Office,South,Retail,895.11
2025-07-08,Product_C,Consumer,East,Retail,1163.59
2025-07-08,Product_C,Corporate,West,Online,1978.56
2025-07-08,Product_C,Home_Office,South,Direct,687.43
2025-07-08,Product_D,Home_Office,South,Online,827.83
2025-07-08,Product_D,Consumer,West,Online,1026.3
2025-07-08,Product_D,Home_Office,South,Direct,324.36
2025-07-08,Product_D,Home_Office,South,Retail,386.06
2025-07-08,Product_D,Home_Office,North,Retail,587.37
2025-07-08,Product_D,Home_Office,North,Online,721.53
2025-07-08,Product_D,Home_Office,West,Direct,512.68
2025-07-08,Product_D,Home_Office,East,Direct,392.78
2025-07-08,Product_D,Home_Office,East,Retail,381.55
2025-07-08,Product_D,Home_Office,East,Online,387.2
2025-07-08,Product_D,Corporate,South,Direct,713.59
2025-07-08,Product_D,Corporate,South,Retail,654.24
2025-07-08,Product_D,Corporate,South,Online,811.61
2025-07-08,Product_D,Corporate,North,Direct,321.9
2025-07-08,Product_D,Corporate,North,Retail,518.94
2025-07-08,Product_D,Corporate,West,Direct,495.44
2025-07-08,Product_D,Corporate,West,Retail,492.51
2025-07-08,Product_D,Corporate,West,Online,707.28
2025-07-08,Product_D,Corporate,East,Direct,573.07
2025-07-08,Product_D,Corporate,East,Online,645.8
2025-07-08,Product_D,Consumer,South,Direct,583.42
2025-07-08,Product_D,Consumer,South,Retail,340.89
2025-07-08,Product_D,Consumer,North,Direct,380.68
2025-07-08,Product_D,Consumer,North,Retail,468.82
2025-07-08,Product_D,Consumer,North,Online,960.04
2025-07-08,Product_D,Consumer,East,Retail,384.66
2025-07-08,Product_B,Home_Office,South,Direct,807.9
2025-07-08,Product_C,Consumer,East,Online,663.5
2025-07-08,Product_B,Home_Office,South,Online,882.75
2025-07-08,Product_A,Home_Office,North,Online,777.24
2025-07-08,Product_A,Home_Office,West,Direct,858.12
2025-07-08,Product_A,Home_Office,West,Retail,1603.37
2025-07-08,Product_A,Home_Office,West,Online,1906.94
2025-07-08,Product_A,Home_Office,East,Direct,972.36
2025-07-08,Product_A,Corporate,South,Direct,1730.49
2025-07-08,Product_A,Corporate,North,Direct,1739.73
2025-07-08,Product_A,Corporate,North,Online,1268.01
2025-07-08,Product_A,Corporate,West,Direct,1410.92
2025-07-08,Product_A,Corporate,West,Retail,1259.04
2025-07-08,Product_A,Corporate,West,Online,1525.52
2025-07-08,Product_A,Corporate,East,Direct,696.88
2025-07-08,Product_A,Corporate,East,Retail,1548.34
2025-07-08,Product_A,Corporate,East,Online,2009.9
2025-07-08,Product_A,Consumer,South,Direct,748.62
2025-07-08,Product_A,Consumer,South,Online,1746.35
2025-07-08,Product_A,Consumer,North,Direct,778.43
2025-07-08,Product_A,Consumer,North,Retail,956.86
2025-07-08,Product_A,Consumer,North,Online,1943.08
2025-07-08,Product_A,Consumer,West,Retail,680.71
2025-07-08,Product_A,Consumer,West,Online,1401.45
2025-07-08,Product_A,Consumer,East,Direct,1238.17
2025-07-08,Product_B,Home_Office,South,Retail,611.17
2025-07-08,Product_A,Home_Office,North,Retail,1157.02
2025-07-08,Product_A,Home_Office,South,Online,854.86
2025-07-08,Product_A,Consumer,East,Retail,1218.5
2025-07-08,Product_A,Home_Office,South,Direct,554.31
2025-07-08,Product_A,Home_Office,South,Retail,1091.99
2025-07-08,Product_B,Home_Office,North,Online,1052.79
2025-07-08,Product_B,Home_Office,West,Direct,598.21
2025-07-08,Product_B,Home_Office,East,Direct,571.44
2025-07-08,Product_B,Home_Office,East,Online,812.55
2025-07-08,Product_B,Corporate,South,Retail,701.68
2025-07-08,Product_B,Corporate,South,Online,1210.23
2025-07-08,Product_B,Corporate,North,Online,1051.19
2025-07-08,Product_B,Corporate,West,Direct,457.6
2025-07-08,Product_B,Corporate,West,Retail,1196.34
2025-07-08,Product_B,Corporate,West,Online,1511.61
2025-07-08,Product_B,Corporate,East,Direct,633.95
2025-07-08,Product_B,Home_Office,North,Retail,340.32
2025-07-08,Product_B,Corporate,East,Online,865.31
2025-07-08,Product_B,Consumer,South,Direct,395.76
2025-07-08,Product_B,Consumer,South,Online,797.06
2025-07-08,Product_B,Consumer,North,Direct,806.81
2025-07-08,Product_B,Consumer,North,Retail,964.37
2025-07-08,Product_B,Consumer,North,Online,899.02
2025-07-08,Product_B,Consumer,West,Direct,1179.43
2025-07-08,Product_B,Consumer,West,Online,1556.93
2025-07-08,Product_B,Consumer,East,Direct,851.34
2025-07-08,Product_B,Consumer,East,Retail,647.08
2025-07-08,Product_B,Consumer,East,Online,449.66
2025-07-08,Product_B,Corporate,East,Retail,554.48
2025-07-09,Product_C,Home_Office,East,Retail,335.65
2025-07-09,Product_C,Home_Office,East,Direct,857.71
2025-07-09,Product_C,Home_Office,West,Online,1514.53
2025-07-09,Product_C,Home_Office,South,Direct,785.95
2025-07-09,Product_C,Home_Office,West,Direct,569.82
2025-07-09,Product_C,Home_Office,North,Online,810.0
2025-07-09,Product_C,Home_Office,North,Direct,894.36
2025-07-09,Product_C,Home_Office,South,Online,758.84
2025-07-09,Product_C,Home_Office,West,Retail,1101.81
2025-07-09,Product_C,Corporate,South,Direct,714.0
2025-07-09,Product_C,Corporate,West,Online,1009.16
2025-07-09,Product_C,Corporate,South,Online,816.82
2025-07-09,Product_C,Corporate,North,Retail,916.22
2025-07-09,Product_C,Corporate,West,Direct,966.44
2025-07-09,Product_C,Corporate,West,Retail,1255.9
2025-07-09,Product_C,Corporate,East,Online,1520.46
2025-07-09,Product_C,Consumer,South,Direct,422.48
2025-07-09,Product_C,Consumer,South,Retail,704.3
2025-07-09,Product_C,Consumer,North,Retail,704.98
2025-07-09,Product_C,Consumer,West,Direct,911.51
2025-07-09,Product_C,Consumer,West,Online,927.57
2025-07-09,Product_D,Consumer,West,Direct,633.91
2025-07-09,Product_C,Corporate,South,Retail,756.87
2025-07-09,Product_D,Consumer,North,Online,300.83
2025-07-09,Product_D,Corporate,South,Online,581.4
2025-07-09,Product_D,Consumer,South,Retail,463.36
2025-07-09,Product_C,Consumer,East,Direct,441.23
2025-07-09,Product_D,Home_Office,South,Direct,560.82
2025-07-09,Product_D,Home_Office,South,Retail,653.21
2025-07-09,Product_D,Home_Office,South,Online,370.02
2025-07-09,Product_D,Home_Office,North,Retail,204.74
2025-07-09,Product_D,Home_Office,North,Online,316.7
2025-07-09,Product_D,Home_Office,West,Direct,403.48
2025-07-09,Product_D,Home_Office,West,Retail,249.24
2025-07-09,Product_D,Home_Office,West,Online,1013.05
2025-07-09,Product_D,Home_Office,East,Direct,201.17
2025-07-09,Product_D,Home_Office,East,Retail,502.82
2025-07-09,Product_D,Corporate,South,Direct,491.68
2025-07-09,Product_D,Corporate,South,Retail,568.1
2025-07-09,Product_D,Corporate,North,Direct,316.23
2025-07-09,Product_D,Corporate,North,Retail,291.76
2025-07-09,Product_D,Corporate,North,Online,551.96
2025-07-09,Product_D,Corporate,West,Direct,678.6
2025-07-09,Product_D,Corporate,West,Retail,979.94
2025-07-09,Product_D,Corporate,West,Online,1397.3
2025-07-09,Product_D,Corporate,East,Direct,762.31
2025-07-09,Product_D,Corporate,East,Retail,352.0
2025-07-09,Product_D,Corporate,East,Online,834.15
2025-07-09,Product_D,Consumer,South,Direct,637.47
2025-07-09,Product_D,Consumer,South,Online,864.07
2025-07-09,Product_C,Consumer,East,Retail,731.32
2025-07-09,Product_C,Home_Office,South,Retail,507.8
2025-07-09,Product_B,Home_Office,North,Retail,619.29
2025-07-09,Product_A,Home_Office,East,Online,502.79
2025-07-09,Product_A,Corporate,South,Direct,1564.02
2025-07-09,Product_A,Corporate,South,Online,1519.55
2025-07-09,Product_A,Corporate,North,Direct,831.78
2025-07-09,Product_A,Corporate,North,Retail,1635.81
2025-07-09,Product_A,Corporate,North,Online,2124.8
2025-07-09,Product_A,Corporate,West,Direct,1300.86
2025-07-09,Product_A,Corporate,West,Retail,1215.21
2025-07-09,Product_A,Corporate,West,Online,1723.22
2025-07-09,Product_A,Corporate,East,Direct,1470.66
2025-07-09,Product_A,Corporate,East,Retail,1078.83
2025-07-09,Product_A,Corporate,East,Online,1960.96
2025-07-09,Product_A,Consumer,South,Direct,920.51
2025-07-09,Product_A,Consumer,South,Retail,1296.29
2025-07-09,Product_A,Consumer,South,Online,1518.49
2025-07-09,Product_A,Consumer,North,Direct,1127.32
2025-07-09,Product_A,Consumer,North,Retail,1590.64
2025-07-09,Product_A,Consumer,North,Online,1311.23
2025-07-09,Product_A,Consumer,West,Direct,842.84
2025-07-09,Product_A,Consumer,West,Retail,1077.22
2025-07-09,Product_A,Consumer,West,Online,1537.76
2025-07-09,Product_A,Consumer,East,Direct,522.37
2025-07-09,Product_A,Consumer,East,Online,1179.21
2025-07-09,Product_A,Home_Office,East,Retail,703.7
2025-07-09,Product_A,Home_Office,West,Online,1586.02
2025-07-09,Product_B,Home_Office,North,Direct,354.28
2025-07-09,Product_A,Home_Office,North,Online,1571.84
2025-07-09,Product_A,Home_Office,West,Direct,1041.99
2025-07-09,Product_B,Home_Office,West,Retail,965.23
2025-07-09,Product_B,Home_Office,East,Retail,405.76
2025-07-09,Product_B,Home_Office,East,Online,434.29
2025-07-09,Product_B,Corporate,South,Direct,838.26
2025-07-09,Product_B,Corporate,South,Retail,1219.68
2025-07-09,Product_B,Corporate,North,Direct,777.17
2025-07-09,Product_B,Corporate,North,Retail,702.97
2025-07-09,Product_B,Corporate,North,Online,1376.01
2025-07-09,Product_B,Corporate,West,Direct,583.03
2025-07-09,Product_B,Corporate,West,Retail,1454.9
2025-07-09,Product_B,Home_Office,West,Direct,578.82
2025-07-09,Product_B,Corporate,East,Direct,552.39
2025-07-09,Product_B,Corporate,West,Online,1019.93
2025-07-09,Product_B,Consumer,East,Direct,620.52
2025-07-09,Product_B,Consumer,West,Retail,747.82
2025-07-09,Product_B,Consumer,West,Direct,629.66
2025-07-09,Product_A,Home_Office,South,Retail,951.7
2025-07-09,Product_B,Consumer,North,Direct,994.97
2025-07-09,Product_B,Consumer,South,Online,576.61
2025-07-09,Product_B,Consumer,South,Retail,1020.47
2025-07-09,Product_B,Corporate,East,Retail,993.47
2025-07-09,Product_B,Consumer,North,Online,718.89
2025-07-10,Product_C,Home_Office,North,Direct,579.43
2025-07-10,Product_C,Corporate,North,Direct,1045.17
2025-07-10,Product_C,Home_Office,West,Retail,690.65
2025-07-10,Product_C,Home_Office,East,Direct,607.3
2025-07-10,Product_C,Home_Office,East,Retail,252.43
2025-07-10,Product_C,Home_Office,East,Online,620.6
2025-07-10,Product_C,Corporate,South,Direct,456.35
2025-07-10,Product_C,Corporate,South,Retail,715.81
2025-07-10,Product_C,Corporate,South,Online,762.35
2025-07-10,Product_C,Home_Office,West,Direct,635.6
2025-07-10,Product_C,Consumer,South,Online,604.28
2025-07-10,Product_C,Corporate,West,Online,1325.84
2025-07-10,Product_C,Corporate,East,Retail,409.28
2025-07-10,Product_C,Corporate,East,Online,942.07
2025-07-10,Product_C,Consumer,North,Direct,443.0
2025-07-10,Product_C,Consumer,North,Retail,598.81
2025-07-10,Product_C,Consumer,North,Online,458.7
2025-07-10,Product_C,Consumer,West,Direct,1100.0
2025-07-10,Product_C,Consumer,West,Retail,760.98
2025-07-10,Product_C,Home_Office,South,Online,428.73
2025-07-10,Product_C,Consumer,East,Direct,326.57
2025-07-10,Product_C,Corporate,North,Retail,1068.54
2025-07-10,Product_C,Home_Office,South,Retail,775.18
2025-07-10,Product_D,Corporate,East,Direct,611.17
2025-07-10,Product_D,Consumer,East,Retail,434.12
2025-07-10,Product_D,Home_Office,South,Direct,243.67
2025-07-10,Product_D,Home_Office,North,Direct,445.1
2025-07-10,Product_D,Home_Office,North,Retail,437.17
2025-07-10,Product_D,Home_Office,North,Online,259.17
2025-07-10,Product_D,Home_Office,West,Online,327.71
2025-07-10,Product_D,Home_Office,East,Direct,314.0
2025-07-10,Product_D,Home_Office,East,Retail,291.89
2025-07-10,Product_D,Home_Office,East,Online,222.64
2025-07-10,Product_D,Corporate,South,Retail,530.58
2025-07-10,Product_D,Corporate,South,Online,384.83
2025-07-10,Product_C,Home_Office,South,Direct,424.09
2025-07-10,Product_D,Corporate,North,Online,715.4
2025-07-10,Product_D,Corporate,West,Retail,571.28
2025-07-10,Product_C,Consumer,East,Retail,527.48
2025-07-10,Product_D,Corporate,East,Retail,560.35
2025-07-10,Product_D,Corporate,East,Online,710.5
2025-07-10,Product_D,Consumer,South,Online,798.86
2025-07-10,Product_D,Consumer,North,Direct,341.47
2025-07-10,Product_D,Consumer,West,Direct,485.36
2025-07-10,Product_D,Consumer,West,Retail,642.66
2025-07-10,Product_D,Consumer,West,Online,907.1
2025-07-10,Product_D,Consumer,East,Direct,187.4
2025-07-10,Product_D,Corporate,West,Direct,304.51
2025-07-10,Product_C,Consumer,East,Online,965.89
2025-07-10,Product_C,Corporate,West,Retail,1031.43
2025-07-10,Product_B,Home_Office,South,Retail,660.49
2025-07-10,Product_A,Home_Office,North,Direct,445.84
2025-07-10,Product_A,Home_Office,North,Online,946.15
2025-07-10,Product_A,Home_Office,West,Direct,749.36
2025-07-10,Product_A,Home_Office,West,Retail,999.08
2025-07-10,Product_A,Home_Office,West,Online,910.21
2025-07-10,Product_A,Home_Office,East,Direct,419.6
2025-07-10,Product_A,Corporate,South,Direct,756.7
2025-07-10,Product_A,Corporate,South,Online,1224.15
2025-07-10,Product_A,Corporate,North,Direct,1235.68
2025-07-10,Product_A,Corporate,North,Online,1017.01
2025-07-10,Product_A,Home_Office,South,Online,1093.21
2025-07-10,Product_A,Corporate,West,Direct,678.32
2025-07-10,Product_A,Corporate,West,Online,1302.27
2025-07-10,Product_A,Corporate,East,Direct,1162.92
2025-07-10,Product_A,Corporate,East,Retail,787.49
2025-07-10,Product_A,Consumer,South,Retail,1060.73
2025-07-10,Product_A,Consumer,North,Direct,657.64
2025-07-10,Product_A,Consumer,West,Direct,950.73
2025-07-10,Product_A,Consumer,West,Online,1157.93
2025-07-10,Product_A,Consumer,East,Direct,636.66
2025-07-10,Product_A,Consumer,East,Online,660.44
2025-07-10,Product_B,Home_Office,South,Direct,513.83
2025-07-10,Product_A,Corporate,West,Retail,667.72
2025-07-10,Product_A,Home_Office,South,Retail,873.41
2025-07-10,Product_A,Corporate,North,Retail,733.9
2025-07-10,Product_B,Consumer,East,Online,615.78
2025-07-10,Product_A,Home_Office,South,Direct,883.36
2025-07-10,Product_B,Home_Office,North,Retail,238.6
2025-07-10,Product_B,Home_Office,North,Online,870.1
2025-07-10,Product_B,Home_Office,West,Direct,561.74
2025-07-10,Product_B,Home_Office,West,Retail,809.18
2025-07-10,Product_B,Home_Office,West,Online,321.65
2025-07-10,Product_B,Corporate,South,Direct,798.54
2025-07-10,Product_B,Corporate,South,Retail,827.27
2025-07-10,Product_B,Corporate,North,Direct,808.37
2025-07-10,Product_B,Corporate,North,Retail,794.66
2025-07-10,Product_B,Corporate,North,Online,472.85
2025-07-10,Product_B,Home_Office,South,Online,250.51
2025-07-10,Product_B,Corporate,West,Online,703.01
2025-07-10,Product_B,Corporate,West,Direct,817.74
2025-07-10,Product_B,Consumer,East,Direct,569.49
2025-07-10,Product_B,Consumer,West,Retail,639.65
2025-07-10,Product_B,Consumer,West,Direct,505.92
2025-07-10,Product_B,Consumer,North,Retail,666.8
2025-07-10,Product_B,Consumer,East,Retail,353.1
2025-07-10,Product_B,Consumer,South,Online,562.41
2025-07-10,Product_B,Corporate,East,Online,473.06
2025-07-10,Product_B,Corporate,East,Retail,838.19
2025-07-10,Product_B,Consumer,North,Direct,533.14
2025-07-11,Product_C,Home_Office,East,Direct,316.23
2025-07-11,Product_C,Home_Office,South,Retail,622.31
2025-07-11,Product_C,Home_Office,South,Online,615.11
2025-07-11,Product_C,Home_Office,North,Direct,803.88
2025-07-11,Product_C,Home_Office,North,Retail,424.56
